type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2016-02-11 05:32:04	47.717980000	-122.247252000	105.6	1.447			
T	2016-02-11 05:32:05	47.717985000	-122.247249000	105.6	1.448			
T	2016-02-11 05:32:06	47.717989000	-122.247246000	105.6	1.448			
T	2016-02-11 05:32:07	47.717994000	-122.247243000	105.5	1.449			
T	2016-02-11 05:32:08	47.718000000	-122.247239000	105.5	1.450			
T	2016-02-11 05:32:09	47.718006000	-122.247236000	105.5	1.450			
T	2016-02-11 05:32:10	47.718010000	-122.247234000	105.4	1.451			
T	2016-02-11 05:32:11	47.718016000	-122.247231000	105.5	1.452			
T	2016-02-11 05:32:12	47.718021000	-122.247227000	105.4	1.452			
T	2016-02-11 05:32:13	47.718027000	-122.247224000	105.4	1.453			
T	2016-02-11 05:32:14	47.718031000	-122.247221000	105.4	1.454			
T	2016-02-11 05:32:15	47.718035000	-122.247219000	105.4	1.454			
T	2016-02-11 05:32:16	47.718039000	-122.247218000	105.4	1.454			
T	2016-02-11 05:32:17	47.718042000	-122.247217000	105.4	1.455			
T	2016-02-11 05:32:18	47.718045000	-122.247217000	105.4	1.455			
T	2016-02-11 05:32:19	47.718049000	-122.247215000	105.4	1.455			
T	2016-02-11 05:32:20	47.718054000	-122.247212000	105.4	1.456			
T	2016-02-11 05:32:21	47.718058000	-122.247210000	105.3	1.457			
T	2016-02-11 05:32:22	47.718061000	-122.247209000	105.3	1.457			
T	2016-02-11 05:32:23	47.718064000	-122.247209000	105.3	1.457			
T	2016-02-11 05:32:24	47.718068000	-122.247209000	105.3	1.458			
T	2016-02-11 05:32:25	47.718071000	-122.247210000	105.3	1.458			
T	2016-02-11 05:32:26	47.718074000	-122.247211000	105.2	1.458			
T	2016-02-11 05:32:27	47.718076000	-122.247212000	105.1	1.458			
T	2016-02-11 05:32:28	47.718078000	-122.247212000	105.0	1.459			
T	2016-02-11 05:32:29	47.718080000	-122.247213000	105.0	1.459			
T	2016-02-11 05:32:30	47.718081000	-122.247213000	105.0	1.459			
T	2016-02-11 05:32:31	47.718082000	-122.247214000	105.0	1.459			
T	2016-02-11 05:32:32	47.718083000	-122.247214000	105.0	1.459			
T	2016-02-11 05:32:33	47.718084000	-122.247215000	104.9	1.459			
T	2016-02-11 05:32:34	47.718084000	-122.247216000	104.9	1.459			
T	2016-02-11 05:32:35	47.718085000	-122.247217000	104.9	1.459			
T	2016-02-11 05:32:36	47.718086000	-122.247217000	104.9	1.459			
T	2016-02-11 05:32:37	47.718086000	-122.247217000	104.9	1.459			
T	2016-02-11 05:32:38	47.718087000	-122.247218000	104.8	1.459			
T	2016-02-11 05:32:39	47.718088000	-122.247218000	104.8	1.459			
T	2016-02-11 05:32:40	47.718089000	-122.247218000	104.8	1.459			
T	2016-02-11 05:32:41	47.718089000	-122.247219000	104.8	1.459			
T	2016-02-11 05:32:42	47.718090000	-122.247220000	104.8	1.459			
T	2016-02-11 05:32:43	47.718091000	-122.247220000	104.7	1.460			
T	2016-02-11 05:32:44	47.718091000	-122.247221000	104.7	1.460			
T	2016-02-11 05:32:45	47.718094000	-122.247217000	104.6	1.460			
T	2016-02-11 05:32:46	47.718101000	-122.247209000	104.6	1.461			
T	2016-02-11 05:32:47	47.718102000	-122.247203000	104.6	1.461			
T	2016-02-11 05:32:48	47.718105000	-122.247202000	104.6	1.462			
T	2016-02-11 05:32:49	47.718106000	-122.247205000	104.6	1.462			
T	2016-02-11 05:32:50	47.718108000	-122.247204000	104.6	1.462			
T	2016-02-11 05:32:51	47.718106000	-122.247203000	104.6	1.462			
T	2016-02-11 05:32:52	47.718105000	-122.247204000	104.5	1.462			
T	2016-02-11 05:32:53	47.718101000	-122.247209000	104.5	1.462			
T	2016-02-11 05:32:54	47.718101000	-122.247210000	104.4	1.462			
T	2016-02-11 05:32:55	47.718100000	-122.247211000	104.4	1.462			
T	2016-02-11 05:32:56	47.718096000	-122.247216000	104.3	1.462			
T	2016-02-11 05:32:57	47.718096000	-122.247216000	104.3	1.462			
T	2016-02-11 05:32:58	47.718090000	-122.247222000	104.3	1.462			
T	2016-02-11 05:32:59	47.718085000	-122.247227000	104.3	1.462			
T	2016-02-11 05:33:00	47.718081000	-122.247231000	104.3	1.462			
T	2016-02-11 05:33:01	47.718077000	-122.247238000	104.2	1.462			
T	2016-02-11 05:33:02	47.718075000	-122.247240000	104.2	1.462			
T	2016-02-11 05:33:03	47.718075000	-122.247240000	104.2	1.462			
T	2016-02-11 05:33:04	47.718075000	-122.247240000	104.1	1.462			
T	2016-02-11 05:33:05	47.718076000	-122.247235000	104.1	1.462			
T	2016-02-11 05:33:06	47.718077000	-122.247233000	104.1	1.462			
T	2016-02-11 05:33:07	47.718080000	-122.247230000	104.1	1.463			
T	2016-02-11 05:33:08	47.718083000	-122.247225000	104.1	1.463			
T	2016-02-11 05:33:09	47.718086000	-122.247220000	104.2	1.464			
T	2016-02-11 05:33:10	47.718088000	-122.247223000	104.2	1.464			
T	2016-02-11 05:33:11	47.718090000	-122.247222000	104.1	1.464			
T	2016-02-11 05:33:12	47.718095000	-122.247217000	104.1	1.465			
T	2016-02-11 05:33:13	47.718091000	-122.247224000	104.1	1.465			
T	2016-02-11 05:33:14	47.718086000	-122.247231000	104.0	1.465			
T	2016-02-11 05:33:15	47.718087000	-122.247228000	104.0	1.465			
T	2016-02-11 05:33:16	47.718087000	-122.247230000	104.0	1.465			
T	2016-02-11 05:33:17	47.718090000	-122.247227000	104.0	1.465			
T	2016-02-11 05:33:18	47.718085000	-122.247237000	104.0	1.465			
T	2016-02-11 05:33:19	47.718081000	-122.247247000	104.0	1.465			
T	2016-02-11 05:33:20	47.718077000	-122.247256000	104.0	1.465			
T	2016-02-11 05:33:21	47.718074000	-122.247263000	104.0	1.465			
T	2016-02-11 05:33:22	47.718072000	-122.247270000	104.0	1.465			
T	2016-02-11 05:33:23	47.718068000	-122.247277000	103.9	1.465			
T	2016-02-11 05:33:24	47.718064000	-122.247284000	103.8	1.465			
T	2016-02-11 05:33:25	47.718060000	-122.247290000	103.7	1.465			
T	2016-02-11 05:33:26	47.718055000	-122.247297000	103.7	1.465			
T	2016-02-11 05:33:27	47.718050000	-122.247304000	103.7	1.465			
T	2016-02-11 05:33:28	47.718046000	-122.247312000	103.8	1.465			
T	2016-02-11 05:33:29	47.718041000	-122.247319000	103.8	1.465			
T	2016-02-11 05:33:30	47.718036000	-122.247328000	103.8	1.465			
T	2016-02-11 05:33:31	47.718031000	-122.247336000	103.7	1.465			
T	2016-02-11 05:33:32	47.718026000	-122.247343000	103.7	1.465			
T	2016-02-11 05:33:33	47.718025000	-122.247338000	103.7	1.465			
T	2016-02-11 05:33:34	47.718019000	-122.247343000	103.7	1.465			
T	2016-02-11 05:33:35	47.718020000	-122.247337000	103.6	1.465			
T	2016-02-11 05:33:36	47.718022000	-122.247332000	103.5	1.466			
T	2016-02-11 05:33:37	47.718024000	-122.247329000	103.5	1.466			
T	2016-02-11 05:33:38	47.718026000	-122.247329000	103.6	1.466			
T	2016-02-11 05:33:39	47.718029000	-122.247328000	103.7	1.467			
T	2016-02-11 05:33:40	47.718031000	-122.247328000	103.8	1.467			
T	2016-02-11 05:33:41	47.718034000	-122.247322000	103.8	1.467			
T	2016-02-11 05:33:42	47.718032000	-122.247325000	103.8	1.467			
T	2016-02-11 05:33:43	47.718034000	-122.247322000	103.7	1.468			
T	2016-02-11 05:33:44	47.718041000	-122.247313000	103.6	1.469			
T	2016-02-11 05:33:45	47.718046000	-122.247303000	103.6	1.469			
T	2016-02-11 05:33:46	47.718052000	-122.247294000	103.5	1.470			
T	2016-02-11 05:33:47	47.718056000	-122.247288000	103.6	1.471			
T	2016-02-11 05:33:48	47.718059000	-122.247284000	103.5	1.471			
T	2016-02-11 05:33:49	47.718069000	-122.247271000	103.5	1.473			
T	2016-02-11 05:33:50	47.718071000	-122.247267000	103.4	1.473			
T	2016-02-11 05:33:51	47.718068000	-122.247273000	103.4	1.473			
T	2016-02-11 05:33:52	47.718070000	-122.247268000	103.5	1.473			
T	2016-02-11 05:33:53	47.718070000	-122.247269000	103.5	1.473			
T	2016-02-11 05:33:54	47.718072000	-122.247263000	103.5	1.474			
T	2016-02-11 05:33:55	47.718070000	-122.247265000	103.4	1.474			
T	2016-02-11 05:33:56	47.718073000	-122.247260000	103.4	1.474			
T	2016-02-11 05:33:57	47.718069000	-122.247266000	103.4	1.474			
T	2016-02-11 05:33:58	47.718070000	-122.247258000	103.4	1.475			
T	2016-02-11 05:33:59	47.718071000	-122.247251000	103.4	1.475			
T	2016-02-11 05:34:00	47.718073000	-122.247242000	103.4	1.475			
T	2016-02-11 05:34:01	47.718076000	-122.247231000	103.4	1.476			
T	2016-02-11 05:34:02	47.718079000	-122.247226000	103.3	1.477			
T	2016-02-11 05:34:03	47.718071000	-122.247237000	103.3	1.477			
T	2016-02-11 05:34:04	47.718063000	-122.247249000	103.3	1.477			
T	2016-02-11 05:34:05	47.718063000	-122.247248000	103.2	1.477			
T	2016-02-11 05:34:06	47.718057000	-122.247258000	103.3	1.477			
T	2016-02-11 05:34:07	47.718056000	-122.247260000	103.3	1.477			
T	2016-02-11 05:34:08	47.718054000	-122.247263000	103.4	1.477			
T	2016-02-11 05:34:09	47.718054000	-122.247263000	103.4	1.477			
T	2016-02-11 05:34:10	47.718059000	-122.247256000	103.4	1.478			
T	2016-02-11 05:34:11	47.718065000	-122.247248000	103.3	1.478			
T	2016-02-11 05:34:12	47.718071000	-122.247238000	103.1	1.479			
T	2016-02-11 05:34:13	47.718076000	-122.247231000	103.1	1.480			
T	2016-02-11 05:34:14	47.718083000	-122.247222000	103.1	1.481			
T	2016-02-11 05:34:15	47.718093000	-122.247208000	103.1	1.482			
T	2016-02-11 05:34:16	47.718099000	-122.247200000	103.2	1.483			
T	2016-02-11 05:34:17	47.718105000	-122.247190000	103.1	1.484			
T	2016-02-11 05:34:18	47.718107000	-122.247185000	103.1	1.485			
T	2016-02-11 05:34:19	47.718105000	-122.247187000	103.2	1.485			
T	2016-02-11 05:34:20	47.718101000	-122.247192000	103.2	1.485			
T	2016-02-11 05:34:21	47.718099000	-122.247194000	103.2	1.485			
T	2016-02-11 05:34:22	47.718094000	-122.247200000	103.1	1.485			
T	2016-02-11 05:34:23	47.718083000	-122.247214000	103.2	1.485			
T	2016-02-11 05:34:24	47.718073000	-122.247225000	103.1	1.485			
T	2016-02-11 05:34:25	47.718066000	-122.247233000	103.0	1.485			
T	2016-02-11 05:34:26	47.718058000	-122.247245000	103.0	1.485			
T	2016-02-11 05:34:27	47.718050000	-122.247257000	103.0	1.485			
T	2016-02-11 05:34:28	47.718043000	-122.247267000	102.9	1.485			
T	2016-02-11 05:34:29	47.718039000	-122.247275000	103.0	1.485			
T	2016-02-11 05:34:30	47.718035000	-122.247284000	102.9	1.485			
T	2016-02-11 05:34:31	47.718026000	-122.247297000	102.9	1.486			
T	2016-02-11 05:34:32	47.718015000	-122.247311000	102.9	1.488			
T	2016-02-11 05:34:33	47.718006000	-122.247322000	102.9	1.489			
T	2016-02-11 05:34:34	47.718003000	-122.247330000	102.8	1.490			
T	2016-02-11 05:34:35	47.717996000	-122.247340000	102.8	1.491			
T	2016-02-11 05:34:36	47.717990000	-122.247348000	102.8	1.491			
T	2016-02-11 05:34:37	47.717985000	-122.247355000	102.8	1.492			
T	2016-02-11 05:34:38	47.717979000	-122.247362000	102.9	1.493			
T	2016-02-11 05:34:39	47.717974000	-122.247369000	102.8	1.494			
T	2016-02-11 05:34:40	47.717968000	-122.247376000	102.8	1.495			
T	2016-02-11 05:34:41	47.717963000	-122.247382000	102.7	1.495			
T	2016-02-11 05:34:42	47.717961000	-122.247384000	102.7	1.496			
T	2016-02-11 05:34:43	47.717959000	-122.247385000	102.7	1.496			
T	2016-02-11 05:34:44	47.717959000	-122.247385000	102.7	1.496			
T	2016-02-11 05:34:45	47.717959000	-122.247385000	102.7	1.496			
T	2016-02-11 05:34:46	47.717960000	-122.247382000	102.8	1.496			
T	2016-02-11 05:34:47	47.717963000	-122.247378000	102.7	1.496			
T	2016-02-11 05:34:48	47.717964000	-122.247376000	102.7	1.496			
T	2016-02-11 05:34:49	47.717967000	-122.247372000	102.7	1.496			
T	2016-02-11 05:34:50	47.717974000	-122.247369000	102.7	1.496			
T	2016-02-11 05:34:51	47.717975000	-122.247369000	102.7	1.496			
T	2016-02-11 05:34:52	47.717977000	-122.247368000	102.7	1.496			
T	2016-02-11 05:34:53	47.717980000	-122.247365000	102.7	1.496			
T	2016-02-11 05:34:54	47.717983000	-122.247360000	102.7	1.496			
T	2016-02-11 05:34:55	47.717994000	-122.247344000	102.7	1.496			
T	2016-02-11 05:34:56	47.718002000	-122.247336000	102.6	1.496			
T	2016-02-11 05:34:57	47.718006000	-122.247332000	102.7	1.496			
T	2016-02-11 05:34:58	47.718016000	-122.247319000	102.7	1.496			
T	2016-02-11 05:34:59	47.718029000	-122.247302000	102.6	1.496			
T	2016-02-11 05:35:00	47.718040000	-122.247287000	102.6	1.496			
T	2016-02-11 05:35:01	47.718049000	-122.247274000	102.6	1.496			
T	2016-02-11 05:35:02	47.718059000	-122.247262000	102.6	1.496			
T	2016-02-11 05:35:03	47.718070000	-122.247250000	102.7	1.496			
T	2016-02-11 05:35:04	47.718083000	-122.247234000	102.6	1.496			
T	2016-02-11 05:35:05	47.718094000	-122.247221000	102.6	1.496			
T	2016-02-11 05:35:06	47.718104000	-122.247207000	102.6	1.496			
T	2016-02-11 05:35:07	47.718104000	-122.247210000	102.5	1.496			
T	2016-02-11 05:35:08	47.718105000	-122.247209000	102.5	1.496			
T	2016-02-11 05:35:09	47.718100000	-122.247217000	102.5	1.497			
T	2016-02-11 05:35:10	47.718096000	-122.247223000	102.4	1.498			
T	2016-02-11 05:35:11	47.718092000	-122.247229000	102.4	1.498			
T	2016-02-11 05:35:12	47.718089000	-122.247235000	102.4	1.499			
T	2016-02-11 05:35:13	47.718086000	-122.247239000	102.4	1.499			
T	2016-02-11 05:35:14	47.718083000	-122.247244000	102.3	1.500			
T	2016-02-11 05:35:15	47.718080000	-122.247250000	102.3	1.500			
T	2016-02-11 05:35:16	47.718077000	-122.247257000	102.3	1.501			
T	2016-02-11 05:35:17	47.718074000	-122.247262000	102.3	1.501			
T	2016-02-11 05:35:18	47.718072000	-122.247264000	102.4	1.502			
T	2016-02-11 05:35:19	47.718071000	-122.247265000	102.4	1.502			
T	2016-02-11 05:35:20	47.718070000	-122.247268000	102.4	1.502			
T	2016-02-11 05:35:21	47.718069000	-122.247272000	102.4	1.502			
T	2016-02-11 05:35:22	47.718068000	-122.247274000	102.3	1.502			
T	2016-02-11 05:35:23	47.718067000	-122.247277000	102.3	1.503			
T	2016-02-11 05:35:24	47.718065000	-122.247279000	102.3	1.503			
T	2016-02-11 05:35:25	47.718064000	-122.247281000	102.3	1.503			
T	2016-02-11 05:35:26	47.718063000	-122.247282000	102.2	1.503			
T	2016-02-11 05:35:27	47.718062000	-122.247283000	102.2	1.503			
T	2016-02-11 05:35:28	47.718061000	-122.247285000	102.2	1.503			
T	2016-02-11 05:35:29	47.718061000	-122.247286000	102.2	1.504			
T	2016-02-11 05:35:30	47.718060000	-122.247287000	102.2	1.504			
T	2016-02-11 05:35:31	47.718059000	-122.247287000	102.2	1.504			
T	2016-02-11 05:35:32	47.718058000	-122.247288000	102.2	1.504			
T	2016-02-11 05:35:33	47.718057000	-122.247289000	102.2	1.504			
T	2016-02-11 05:35:34	47.718056000	-122.247291000	102.3	1.504			
T	2016-02-11 05:35:35	47.718055000	-122.247292000	102.2	1.504			
T	2016-02-11 05:35:36	47.718054000	-122.247292000	102.2	1.505			
T	2016-02-11 05:35:37	47.718052000	-122.247293000	102.2	1.505			
T	2016-02-11 05:35:38	47.718051000	-122.247293000	102.1	1.505			
T	2016-02-11 05:35:39	47.718050000	-122.247294000	102.1	1.505			
T	2016-02-11 05:35:40	47.718049000	-122.247295000	102.1	1.505			
T	2016-02-11 05:35:41	47.718048000	-122.247297000	102.1	1.505			
T	2016-02-11 05:35:42	47.718047000	-122.247297000	102.1	1.505			
T	2016-02-11 05:35:43	47.718046000	-122.247298000	102.0	1.505			
T	2016-02-11 05:35:44	47.718045000	-122.247299000	102.0	1.506			
T	2016-02-11 05:35:45	47.718043000	-122.247301000	102.0	1.506			
T	2016-02-11 05:35:46	47.718041000	-122.247302000	102.0	1.506			
T	2016-02-11 05:35:47	47.718040000	-122.247302000	102.0	1.506			
T	2016-02-11 05:35:48	47.718038000	-122.247303000	102.0	1.506			
T	2016-02-11 05:35:49	47.718037000	-122.247305000	101.9	1.507			
T	2016-02-11 05:35:50	47.718034000	-122.247307000	101.9	1.507			
T	2016-02-11 05:35:51	47.718032000	-122.247309000	101.9	1.507			
T	2016-02-11 05:35:52	47.718030000	-122.247310000	101.9	1.507			
T	2016-02-11 05:35:53	47.718028000	-122.247312000	101.9	1.508			
T	2016-02-11 05:35:54	47.718027000	-122.247314000	101.9	1.508			
T	2016-02-11 05:35:55	47.718025000	-122.247316000	101.9	1.508			
T	2016-02-11 05:35:56	47.718023000	-122.247317000	101.8	1.508			
T	2016-02-11 05:35:57	47.718021000	-122.247318000	101.8	1.508			
T	2016-02-11 05:35:58	47.718019000	-122.247319000	101.9	1.509			
T	2016-02-11 05:35:59	47.718017000	-122.247321000	101.9	1.509			
T	2016-02-11 05:36:00	47.718004000	-122.247338000	101.9	1.511			
T	2016-02-11 05:36:01	47.717998000	-122.247344000	101.9	1.512			
T	2016-02-11 05:36:02	47.717997000	-122.247345000	101.8	1.512			
T	2016-02-11 05:36:03	47.717990000	-122.247353000	101.8	1.513			
T	2016-02-11 05:36:04	47.717988000	-122.247350000	101.8	1.513			
T	2016-02-11 05:36:05	47.717981000	-122.247358000	101.8	1.514			
T	2016-02-11 05:36:06	47.717978000	-122.247360000	101.9	1.514			
T	2016-02-11 05:36:07	47.717975000	-122.247363000	101.9	1.515			
T	2016-02-11 05:36:08	47.717974000	-122.247357000	101.9	1.515			
T	2016-02-11 05:36:09	47.717969000	-122.247360000	101.8	1.515			
T	2016-02-11 05:36:10	47.717968000	-122.247357000	101.8	1.515			
T	2016-02-11 05:36:11	47.717964000	-122.247361000	101.8	1.516			
T	2016-02-11 05:36:12	47.717961000	-122.247365000	101.8	1.516			
T	2016-02-11 05:36:13	47.717957000	-122.247372000	101.8	1.517			
T	2016-02-11 05:36:14	47.717953000	-122.247378000	101.9	1.517			
T	2016-02-11 05:36:15	47.717949000	-122.247383000	101.8	1.518			
T	2016-02-11 05:36:16	47.717959000	-122.247373000	101.8	1.518			
T	2016-02-11 05:36:17	47.717957000	-122.247377000	101.8	1.518			
T	2016-02-11 05:36:18	47.717952000	-122.247383000	101.8	1.519			
T	2016-02-11 05:36:19	47.717944000	-122.247395000	101.8	1.520			
T	2016-02-11 05:36:20	47.717935000	-122.247407000	101.9	1.522			
T	2016-02-11 05:36:21	47.717928000	-122.247416000	101.8	1.523			
T	2016-02-11 05:36:22	47.717920000	-122.247428000	101.8	1.524			
T	2016-02-11 05:36:23	47.717924000	-122.247427000	101.8	1.524			
T	2016-02-11 05:36:24	47.717926000	-122.247425000	101.8	1.524			
T	2016-02-11 05:36:25	47.717924000	-122.247434000	101.8	1.525			
T	2016-02-11 05:36:26	47.717928000	-122.247432000	101.8	1.525			
T	2016-02-11 05:36:27	47.717933000	-122.247428000	101.8	1.525			
T	2016-02-11 05:36:28	47.717934000	-122.247430000	101.8	1.525			
T	2016-02-11 05:36:29	47.717937000	-122.247427000	101.8	1.525			
T	2016-02-11 05:36:30	47.717934000	-122.247431000	101.8	1.525			
T	2016-02-11 05:36:31	47.717935000	-122.247428000	101.9	1.525			
T	2016-02-11 05:36:32	47.717939000	-122.247422000	101.9	1.525			
T	2016-02-11 05:36:33	47.717951000	-122.247414000	101.8	1.525			
T	2016-02-11 05:36:34	47.717960000	-122.247407000	101.9	1.525			
T	2016-02-11 05:36:35	47.717969000	-122.247405000	101.8	1.525			
T	2016-02-11 05:36:36	47.717972000	-122.247403000	101.8	1.525			
T	2016-02-11 05:36:37	47.717976000	-122.247398000	101.8	1.525			
T	2016-02-11 05:36:38	47.717977000	-122.247395000	101.8	1.525			
T	2016-02-11 05:36:39	47.717992000	-122.247408000	101.8	1.525			
T	2016-02-11 05:36:40	47.718002000	-122.247413000	101.8	1.525			
T	2016-02-11 05:36:41	47.718012000	-122.247417000	101.7	1.525			
T	2016-02-11 05:36:42	47.718026000	-122.247427000	101.8	1.525			
T	2016-02-11 05:36:43	47.718034000	-122.247430000	101.7	1.525			
T	2016-02-11 05:36:44	47.718040000	-122.247430000	101.8	1.525			
T	2016-02-11 05:36:45	47.718041000	-122.247424000	101.7	1.525			
T	2016-02-11 05:36:46	47.718042000	-122.247417000	101.7	1.525			
T	2016-02-11 05:36:47	47.718044000	-122.247411000	101.7	1.525			
T	2016-02-11 05:36:48	47.718046000	-122.247407000	101.7	1.525			
T	2016-02-11 05:36:49	47.718046000	-122.247403000	101.7	1.525			
T	2016-02-11 05:36:50	47.718047000	-122.247399000	101.7	1.525			
T	2016-02-11 05:36:51	47.718048000	-122.247395000	101.7	1.525			
T	2016-02-11 05:36:52	47.718049000	-122.247391000	101.7	1.525			
T	2016-02-11 05:36:53	47.718049000	-122.247388000	101.8	1.525			
T	2016-02-11 05:36:54	47.718050000	-122.247385000	101.8	1.525			
T	2016-02-11 05:36:55	47.718051000	-122.247381000	101.9	1.525			
T	2016-02-11 05:36:56	47.718052000	-122.247378000	101.8	1.525			
T	2016-02-11 05:36:57	47.718052000	-122.247375000	101.8	1.525			
T	2016-02-11 05:36:58	47.718053000	-122.247371000	101.8	1.525			
T	2016-02-11 05:36:59	47.718054000	-122.247365000	101.7	1.525			
T	2016-02-11 05:37:00	47.718055000	-122.247360000	101.7	1.525			
T	2016-02-11 05:37:01	47.718055000	-122.247356000	101.8	1.525			
T	2016-02-11 05:37:02	47.718056000	-122.247352000	101.7	1.525			
T	2016-02-11 05:37:03	47.718057000	-122.247350000	101.7	1.525			
T	2016-02-11 05:37:04	47.718058000	-122.247348000	101.7	1.525			
T	2016-02-11 05:37:05	47.718059000	-122.247346000	101.6	1.525			
T	2016-02-11 05:37:06	47.718061000	-122.247344000	101.7	1.525			
T	2016-02-11 05:37:07	47.718061000	-122.247342000	101.7	1.525			
T	2016-02-11 05:37:08	47.718062000	-122.247341000	101.6	1.525			
T	2016-02-11 05:37:09	47.718063000	-122.247340000	101.6	1.525			
T	2016-02-11 05:37:10	47.718065000	-122.247337000	101.6	1.525			
T	2016-02-11 05:37:11	47.718067000	-122.247334000	101.6	1.525			
T	2016-02-11 05:37:12	47.718068000	-122.247332000	101.6	1.525			
T	2016-02-11 05:37:13	47.718069000	-122.247330000	101.5	1.525			
T	2016-02-11 05:37:14	47.718070000	-122.247329000	101.6	1.525			
T	2016-02-11 05:37:15	47.718069000	-122.247328000	101.6	1.525			
T	2016-02-11 05:37:16	47.718070000	-122.247327000	101.6	1.525			
T	2016-02-11 05:37:17	47.718072000	-122.247323000	101.6	1.525			
T	2016-02-11 05:37:18	47.718073000	-122.247320000	101.5	1.525			
T	2016-02-11 05:37:19	47.718073000	-122.247316000	101.5	1.525			
